season,round,race_name,driver,constructor,grid,position,points,status,laps
2010,1,Bahrain Grand Prix,alonso,ferrari,3,1,25.0,Finished,49
2010,1,Bahrain Grand Prix,massa,ferrari,2,2,18.0,Finished,49
2010,1,Bahrain Grand Prix,hamilton,mclaren,4,3,15.0,Finished,49
2010,1,Bahrain Grand Prix,vettel,red_bull,1,4,12.0,Finished,49
2010,1,Bahrain Grand Prix,rosberg,mercedes,5,5,10.0,Finished,49
2010,1,Bahrain Grand Prix,michael_schumacher,mercedes,7,6,8.0,Finished,49
2010,1,Bahrain Grand Prix,button,mclaren,8,7,6.0,Finished,49
2010,1,Bahrain Grand Prix,webber,red_bull,6,8,4.0,Finished,49
2010,1,Bahrain Grand Prix,liuzzi,force_india,12,9,2.0,Finished,49
2010,1,Bahrain Grand Prix,barrichello,williams,11,10,1.0,Finished,49
2010,1,Bahrain Grand Prix,kubica,renault,9,11,0.0,Finished,49
2010,1,Bahrain Grand Prix,sutil,force_india,10,12,0.0,Finished,49
2010,1,Bahrain Grand Prix,alguersuari,toro_rosso,18,13,0.0,Finished,49
2010,1,Bahrain Grand Prix,hulkenberg,williams,13,14,0.0,+1 Lap,48
2010,1,Bahrain Grand Prix,kovalainen,lotus_racing,21,15,0.0,+2 Laps,47
2010,1,Bahrain Grand Prix,buemi,toro_rosso,15,16,0.0,Electrical,46
2010,1,Bahrain Grand Prix,trulli,lotus_racing,20,17,0.0,Hydraulics,46
2010,1,Bahrain Grand Prix,rosa,sauber,14,18,0.0,Hydraulics,28
2010,1,Bahrain Grand Prix,bruno_senna,hrt,23,19,0.0,Overheating,17
2010,1,Bahrain Grand Prix,glock,virgin,19,20,0.0,Gearbox,16
2010,1,Bahrain Grand Prix,petrov,renault,17,21,0.0,Suspension,13
2010,1,Bahrain Grand Prix,kobayashi,sauber,16,22,0.0,Hydraulics,11
2010,1,Bahrain Grand Prix,grassi,virgin,22,23,0.0,Hydraulics,2
2010,1,Bahrain Grand Prix,chandhok,hrt,24,24,0.0,Accident,1
2010,2,Australian Grand Prix,button,mclaren,4,1,25.0,Finished,58
2010,2,Australian Grand Prix,kubica,renault,9,2,18.0,Finished,58
2010,2,Australian Grand Prix,massa,ferrari,5,3,15.0,Finished,58
2010,2,Australian Grand Prix,alonso,ferrari,3,4,12.0,Finished,58
2010,2,Australian Grand Prix,rosberg,mercedes,6,5,10.0,Finished,58
2010,2,Australian Grand Prix,hamilton,mclaren,11,6,8.0,Finished,58
2010,2,Australian Grand Prix,liuzzi,force_india,13,7,6.0,Finished,58
2010,2,Australian Grand Prix,barrichello,williams,8,8,4.0,Finished,58
2010,2,Australian Grand Prix,webber,red_bull,2,9,2.0,Finished,58
2010,2,Australian Grand Prix,michael_schumacher,mercedes,7,10,1.0,Finished,58
2010,2,Australian Grand Prix,alguersuari,toro_rosso,17,11,0.0,Finished,58
2010,2,Australian Grand Prix,rosa,sauber,14,12,0.0,Finished,58
2010,2,Australian Grand Prix,kovalainen,lotus_racing,19,13,0.0,+2 Laps,56
2010,2,Australian Grand Prix,chandhok,hrt,22,14,0.0,+5 Laps,53
2010,2,Australian Grand Prix,glock,virgin,23,15,0.0,Suspension,41
2010,2,Australian Grand Prix,grassi,virgin,24,16,0.0,Hydraulics,26
2010,2,Australian Grand Prix,vettel,red_bull,1,17,0.0,Wheel,25
2010,2,Australian Grand Prix,sutil,force_india,10,18,0.0,Engine,9
2010,2,Australian Grand Prix,petrov,renault,18,19,0.0,Spun off,9
2010,2,Australian Grand Prix,bruno_senna,hrt,21,20,0.0,Hydraulics,4
2010,2,Australian Grand Prix,buemi,toro_rosso,12,21,0.0,Collision,0
2010,2,Australian Grand Prix,hulkenberg,williams,15,22,0.0,Collision,0
2010,2,Australian Grand Prix,kobayashi,sauber,16,23,0.0,Collision,0
2010,2,Australian Grand Prix,trulli,lotus_racing,20,24,0.0,Hydraulics,0
2010,3,Malaysian Grand Prix,vettel,red_bull,3,1,25.0,Finished,56
2010,3,Malaysian Grand Prix,webber,red_bull,1,2,18.0,Finished,56
2010,3,Malaysian Grand Prix,rosberg,mercedes,2,3,15.0,Finished,56
2010,3,Malaysian Grand Prix,kubica,renault,6,4,12.0,Finished,56
2010,3,Malaysian Grand Prix,sutil,force_india,4,5,10.0,Finished,56
2010,3,Malaysian Grand Prix,hamilton,mclaren,20,6,8.0,Finished,56
2010,3,Malaysian Grand Prix,massa,ferrari,21,7,6.0,Finished,56
2010,3,Malaysian Grand Prix,button,mclaren,17,8,4.0,Finished,56
2010,3,Malaysian Grand Prix,alguersuari,toro_rosso,14,9,2.0,Finished,56
2010,3,Malaysian Grand Prix,hulkenberg,williams,5,10,1.0,Finished,56
2010,3,Malaysian Grand Prix,buemi,toro_rosso,13,11,0.0,Finished,56
2010,3,Malaysian Grand Prix,barrichello,williams,7,12,0.0,+1 Lap,55
2010,3,Malaysian Grand Prix,alonso,ferrari,19,13,0.0,Engine,54
2010,3,Malaysian Grand Prix,grassi,virgin,24,14,0.0,+3 Laps,53
2010,3,Malaysian Grand Prix,chandhok,hrt,22,15,0.0,+3 Laps,53
2010,3,Malaysian Grand Prix,bruno_senna,hrt,23,16,0.0,+4 Laps,52
2010,3,Malaysian Grand Prix,trulli,lotus_racing,18,17,0.0,+5 Laps,51
2010,3,Malaysian Grand Prix,kovalainen,lotus_racing,15,18,0.0,+10 Laps,46
2010,3,Malaysian Grand Prix,petrov,renault,11,19,0.0,Gearbox,32
2010,3,Malaysian Grand Prix,liuzzi,force_india,10,20,0.0,Throttle,12
2010,3,Malaysian Grand Prix,michael_schumacher,mercedes,8,21,0.0,Wheel,9
2010,3,Malaysian Grand Prix,kobayashi,sauber,9,22,0.0,Engine,8
2010,3,Malaysian Grand Prix,glock,virgin,16,23,0.0,Spun off,2
2010,3,Malaysian Grand Prix,rosa,sauber,12,24,0.0,Engine,0
2010,4,Chinese Grand Prix,button,mclaren,5,1,25.0,Finished,56
2010,4,Chinese Grand Prix,hamilton,mclaren,6,2,18.0,Finished,56
2010,4,Chinese Grand Prix,rosberg,mercedes,4,3,15.0,Finished,56
2010,4,Chinese Grand Prix,alonso,ferrari,3,4,12.0,Finished,56
2010,4,Chinese Grand Prix,kubica,renault,8,5,10.0,Finished,56
2010,4,Chinese Grand Prix,vettel,red_bull,1,6,8.0,Finished,56
2010,4,Chinese Grand Prix,petrov,renault,14,7,6.0,Finished,56
2010,4,Chinese Grand Prix,webber,red_bull,2,8,4.0,Finished,56
2010,4,Chinese Grand Prix,massa,ferrari,7,9,2.0,Finished,56
2010,4,Chinese Grand Prix,michael_schumacher,mercedes,9,10,1.0,Finished,56
2010,4,Chinese Grand Prix,sutil,force_india,10,11,0.0,Finished,56
2010,4,Chinese Grand Prix,barrichello,williams,11,12,0.0,Finished,56
2010,4,Chinese Grand Prix,alguersuari,toro_rosso,12,13,0.0,Finished,56
2010,4,Chinese Grand Prix,kovalainen,lotus_racing,21,14,0.0,+1 Lap,55
2010,4,Chinese Grand Prix,hulkenberg,williams,16,15,0.0,+1 Lap,55
2010,4,Chinese Grand Prix,bruno_senna,hrt,23,16,0.0,+2 Laps,54
2010,4,Chinese Grand Prix,chandhok,hrt,24,17,0.0,+4 Laps,52
2010,4,Chinese Grand Prix,trulli,lotus_racing,20,18,0.0,Hydraulics,26
2010,4,Chinese Grand Prix,grassi,virgin,22,19,0.0,Clutch,8
2010,4,Chinese Grand Prix,rosa,sauber,17,20,0.0,Technical,7
2010,4,Chinese Grand Prix,buemi,toro_rosso,13,21,0.0,Accident,0
2010,4,Chinese Grand Prix,kobayashi,sauber,15,22,0.0,Accident,0
2010,4,Chinese Grand Prix,liuzzi,force_india,18,23,0.0,Accident,0
2010,4,Chinese Grand Prix,glock,virgin,19,24,0.0,Engine,0
2010,5,Spanish Grand Prix,webber,red_bull,1,1,25.0,Finished,66
2010,5,Spanish Grand Prix,alonso,ferrari,4,2,18.0,Finished,66
2010,5,Spanish Grand Prix,vettel,red_bull,2,3,15.0,Finished,66
2010,5,Spanish Grand Prix,michael_schumacher,mercedes,6,4,12.0,Finished,66
2010,5,Spanish Grand Prix,button,mclaren,5,5,10.0,Finished,66
2010,5,Spanish Grand Prix,massa,ferrari,9,6,8.0,Finished,66
2010,5,Spanish Grand Prix,sutil,force_india,11,7,6.0,Finished,66
2010,5,Spanish Grand Prix,kubica,renault,7,8,4.0,Finished,66
2010,5,Spanish Grand Prix,barrichello,williams,17,9,2.0,+1 Lap,65
2010,5,Spanish Grand Prix,alguersuari,toro_rosso,15,10,1.0,+1 Lap,65
2010,5,Spanish Grand Prix,petrov,renault,19,11,0.0,+1 Lap,65
2010,5,Spanish Grand Prix,kobayashi,sauber,10,12,0.0,+1 Lap,65
2010,5,Spanish Grand Prix,rosberg,mercedes,8,13,0.0,+1 Lap,65
2010,5,Spanish Grand Prix,hamilton,mclaren,3,14,0.0,Puncture,64
2010,5,Spanish Grand Prix,liuzzi,force_india,16,15,0.0,Engine,64
2010,5,Spanish Grand Prix,hulkenberg,williams,13,16,0.0,+2 Laps,64
2010,5,Spanish Grand Prix,trulli,lotus_racing,18,17,0.0,+3 Laps,63
2010,5,Spanish Grand Prix,glock,virgin,22,18,0.0,+3 Laps,63
2010,5,Spanish Grand Prix,grassi,virgin,23,19,0.0,+4 Laps,62
2010,5,Spanish Grand Prix,buemi,toro_rosso,14,20,0.0,Hydraulics,42
2010,5,Spanish Grand Prix,chandhok,hrt,24,21,0.0,Suspension,27
2010,5,Spanish Grand Prix,rosa,sauber,12,22,0.0,Collision,18
2010,5,Spanish Grand Prix,bruno_senna,hrt,21,23,0.0,Accident,0
2010,5,Spanish Grand Prix,kovalainen,lotus_racing,20,24,0.0,Gearbox,0
2010,6,Monaco Grand Prix,webber,red_bull,1,1,25.0,Finished,78
2010,6,Monaco Grand Prix,vettel,red_bull,3,2,18.0,Finished,78
2010,6,Monaco Grand Prix,kubica,renault,2,3,15.0,Finished,78
2010,6,Monaco Grand Prix,massa,ferrari,4,4,12.0,Finished,78
2010,6,Monaco Grand Prix,hamilton,mclaren,5,5,10.0,Finished,78
2010,6,Monaco Grand Prix,alonso,ferrari,24,6,8.0,Finished,78
2010,6,Monaco Grand Prix,rosberg,mercedes,6,7,6.0,Finished,78
2010,6,Monaco Grand Prix,sutil,force_india,12,8,4.0,Finished,78
2010,6,Monaco Grand Prix,liuzzi,force_india,10,9,2.0,Finished,78
2010,6,Monaco Grand Prix,buemi,toro_rosso,13,10,1.0,Finished,78
2010,6,Monaco Grand Prix,alguersuari,toro_rosso,17,11,0.0,Finished,78
2010,6,Monaco Grand Prix,michael_schumacher,mercedes,7,12,0.0,Finished,78
2010,6,Monaco Grand Prix,petrov,renault,14,13,0.0,Brakes,73
2010,6,Monaco Grand Prix,chandhok,hrt,23,14,0.0,Collision,70
2010,6,Monaco Grand Prix,trulli,lotus_racing,19,15,0.0,Collision,70
2010,6,Monaco Grand Prix,kovalainen,lotus_racing,18,16,0.0,Steering,58
2010,6,Monaco Grand Prix,bruno_senna,hrt,22,17,0.0,Hydraulics,58
2010,6,Monaco Grand Prix,barrichello,williams,9,18,0.0,Suspension,30
2010,6,Monaco Grand Prix,kobayashi,sauber,16,19,0.0,Gearbox,26
2010,6,Monaco Grand Prix,grassi,virgin,21,20,0.0,Wheel,25
2010,6,Monaco Grand Prix,glock,virgin,20,21,0.0,Track rod,22
2010,6,Monaco Grand Prix,rosa,sauber,15,22,0.0,Hydraulics,21
2010,6,Monaco Grand Prix,button,mclaren,8,23,0.0,Engine,2
2010,6,Monaco Grand Prix,hulkenberg,williams,11,24,0.0,Front wing,0
2010,7,Turkish Grand Prix,hamilton,mclaren,2,1,25.0,Finished,58
2010,7,Turkish Grand Prix,button,mclaren,4,2,18.0,Finished,58
2010,7,Turkish Grand Prix,webber,red_bull,1,3,15.0,Finished,58
2010,7,Turkish Grand Prix,michael_schumacher,mercedes,5,4,12.0,Finished,58
2010,7,Turkish Grand Prix,rosberg,mercedes,6,5,10.0,Finished,58
2010,7,Turkish Grand Prix,kubica,renault,7,6,8.0,Finished,58
2010,7,Turkish Grand Prix,massa,ferrari,8,7,6.0,Finished,58
2010,7,Turkish Grand Prix,alonso,ferrari,12,8,4.0,Finished,58
2010,7,Turkish Grand Prix,sutil,force_india,11,9,2.0,Finished,58
2010,7,Turkish Grand Prix,kobayashi,sauber,10,10,1.0,Finished,58
2010,7,Turkish Grand Prix,rosa,sauber,13,11,0.0,Finished,58
2010,7,Turkish Grand Prix,alguersuari,toro_rosso,16,12,0.0,Finished,58
2010,7,Turkish Grand Prix,liuzzi,force_india,18,13,0.0,+1 Lap,57
2010,7,Turkish Grand Prix,barrichello,williams,15,14,0.0,+1 Lap,57
2010,7,Turkish Grand Prix,petrov,renault,9,15,0.0,+1 Lap,57
2010,7,Turkish Grand Prix,buemi,toro_rosso,14,16,0.0,+1 Lap,57
2010,7,Turkish Grand Prix,hulkenberg,williams,17,17,0.0,+1 Lap,57
2010,7,Turkish Grand Prix,glock,virgin,21,18,0.0,+3 Laps,55
2010,7,Turkish Grand Prix,grassi,virgin,23,19,0.0,+3 Laps,55
2010,7,Turkish Grand Prix,chandhok,hrt,24,20,0.0,Fuel pump,52
2010,7,Turkish Grand Prix,bruno_senna,hrt,22,21,0.0,Fuel pressure,46
2010,7,Turkish Grand Prix,vettel,red_bull,3,22,0.0,Collision,39
2010,7,Turkish Grand Prix,kovalainen,lotus_racing,20,23,0.0,Hydraulics,33
2010,7,Turkish Grand Prix,trulli,lotus_racing,19,24,0.0,Hydraulics,32
2010,8,Canadian Grand Prix,hamilton,mclaren,1,1,25.0,Finished,70
2010,8,Canadian Grand Prix,button,mclaren,4,2,18.0,Finished,70
2010,8,Canadian Grand Prix,alonso,ferrari,3,3,15.0,Finished,70
2010,8,Canadian Grand Prix,vettel,red_bull,2,4,12.0,Finished,70
2010,8,Canadian Grand Prix,webber,red_bull,7,5,10.0,Finished,70
2010,8,Canadian Grand Prix,rosberg,mercedes,10,6,8.0,Finished,70
2010,8,Canadian Grand Prix,kubica,renault,8,7,6.0,Finished,70
2010,8,Canadian Grand Prix,buemi,toro_rosso,15,8,4.0,+1 Lap,69
2010,8,Canadian Grand Prix,liuzzi,force_india,5,9,2.0,+1 Lap,69
2010,8,Canadian Grand Prix,sutil,force_india,9,10,1.0,+1 Lap,69
2010,8,Canadian Grand Prix,michael_schumacher,mercedes,13,11,0.0,+1 Lap,69
2010,8,Canadian Grand Prix,alguersuari,toro_rosso,16,12,0.0,+1 Lap,69
2010,8,Canadian Grand Prix,hulkenberg,williams,12,13,0.0,+1 Lap,69
2010,8,Canadian Grand Prix,barrichello,williams,11,14,0.0,+1 Lap,69
2010,8,Canadian Grand Prix,massa,ferrari,6,15,0.0,+1 Lap,69
2010,8,Canadian Grand Prix,kovalainen,lotus_racing,19,16,0.0,+2 Laps,68
2010,8,Canadian Grand Prix,petrov,renault,14,17,0.0,+2 Laps,68
2010,8,Canadian Grand Prix,chandhok,hrt,24,18,0.0,+4 Laps,66
2010,8,Canadian Grand Prix,grassi,virgin,23,19,0.0,+5 Laps,65
2010,8,Canadian Grand Prix,glock,virgin,21,20,0.0,Mechanical,55
2010,8,Canadian Grand Prix,trulli,lotus_racing,20,21,0.0,Brakes,47
2010,8,Canadian Grand Prix,rosa,sauber,17,22,0.0,Engine,31
2010,8,Canadian Grand Prix,bruno_senna,hrt,22,23,0.0,Hydraulics,14
2010,8,Canadian Grand Prix,kobayashi,sauber,18,24,0.0,Accident,1
2010,9,European Grand Prix,vettel,red_bull,1,1,25.0,Finished,57
2010,9,European Grand Prix,hamilton,mclaren,3,2,18.0,Finished,57
2010,9,European Grand Prix,button,mclaren,7,3,15.0,Finished,57
2010,9,European Grand Prix,barrichello,williams,9,4,12.0,Finished,57
2010,9,European Grand Prix,kubica,renault,6,5,10.0,Finished,57
2010,9,European Grand Prix,sutil,force_india,13,6,8.0,Finished,57
2010,9,European Grand Prix,kobayashi,sauber,18,7,6.0,Finished,57
2010,9,European Grand Prix,alonso,ferrari,4,8,4.0,Finished,57
2010,9,European Grand Prix,buemi,toro_rosso,11,9,2.0,Finished,57
2010,9,European Grand Prix,rosberg,mercedes,12,10,1.0,Finished,57
2010,9,European Grand Prix,massa,ferrari,5,11,0.0,Finished,57
2010,9,European Grand Prix,rosa,sauber,16,12,0.0,Finished,57
2010,9,European Grand Prix,alguersuari,toro_rosso,17,13,0.0,Finished,57
2010,9,European Grand Prix,petrov,renault,10,14,0.0,Finished,57
2010,9,European Grand Prix,michael_schumacher,mercedes,15,15,0.0,Finished,57
2010,9,European Grand Prix,liuzzi,force_india,14,16,0.0,Finished,57
2010,9,European Grand Prix,grassi,virgin,21,17,0.0,+1 Lap,56
2010,9,European Grand Prix,chandhok,hrt,23,18,0.0,+2 Laps,55
2010,9,European Grand Prix,glock,virgin,22,19,0.0,+2 Laps,55
2010,9,European Grand Prix,bruno_senna,hrt,24,20,0.0,+2 Laps,55
2010,9,European Grand Prix,trulli,lotus_racing,19,21,0.0,+4 Laps,53
2010,9,European Grand Prix,hulkenberg,williams,8,22,0.0,Exhaust,49
2010,9,European Grand Prix,kovalainen,lotus_racing,20,23,0.0,Collision,8
2010,9,European Grand Prix,webber,red_bull,2,24,0.0,Collision,8
2010,10,British Grand Prix,webber,red_bull,2,1,25.0,Finished,52
2010,10,British Grand Prix,hamilton,mclaren,4,2,18.0,Finished,52
2010,10,British Grand Prix,rosberg,mercedes,5,3,15.0,Finished,52
2010,10,British Grand Prix,button,mclaren,14,4,12.0,Finished,52
2010,10,British Grand Prix,barrichello,williams,8,5,10.0,Finished,52
2010,10,British Grand Prix,kobayashi,sauber,12,6,8.0,Finished,52
2010,10,British Grand Prix,vettel,red_bull,1,7,6.0,Finished,52
2010,10,British Grand Prix,sutil,force_india,11,8,4.0,Finished,52
2010,10,British Grand Prix,michael_schumacher,mercedes,10,9,2.0,Finished,52
2010,10,British Grand Prix,hulkenberg,williams,13,10,1.0,Finished,52
2010,10,British Grand Prix,liuzzi,force_india,20,11,0.0,Finished,52
2010,10,British Grand Prix,buemi,toro_rosso,16,12,0.0,Finished,52
2010,10,British Grand Prix,petrov,renault,15,13,0.0,Finished,52
2010,10,British Grand Prix,alonso,ferrari,3,14,0.0,Finished,52
2010,10,British Grand Prix,massa,ferrari,7,15,0.0,Finished,52
2010,10,British Grand Prix,trulli,lotus_racing,21,16,0.0,+1 Lap,51
2010,10,British Grand Prix,kovalainen,lotus_racing,18,17,0.0,+1 Lap,51
2010,10,British Grand Prix,glock,virgin,19,18,0.0,+2 Laps,50
2010,10,British Grand Prix,chandhok,hrt,23,19,0.0,+2 Laps,50
2010,10,British Grand Prix,yamamoto,hrt,24,20,0.0,+2 Laps,50
2010,10,British Grand Prix,alguersuari,toro_rosso,17,21,0.0,Brakes,44
2010,10,British Grand Prix,rosa,sauber,9,22,0.0,Collision,29
2010,10,British Grand Prix,kubica,renault,6,23,0.0,Driveshaft,19
2010,10,British Grand Prix,grassi,virgin,22,24,0.0,Hydraulics,9
2010,11,German Grand Prix,alonso,ferrari,2,1,25.0,Finished,67
2010,11,German Grand Prix,massa,ferrari,3,2,18.0,Finished,67
2010,11,German Grand Prix,vettel,red_bull,1,3,15.0,Finished,67
2010,11,German Grand Prix,hamilton,mclaren,6,4,12.0,Finished,67
2010,11,German Grand Prix,button,mclaren,5,5,10.0,Finished,67
2010,11,German Grand Prix,webber,red_bull,4,6,8.0,Finished,67
2010,11,German Grand Prix,kubica,renault,7,7,6.0,+1 Lap,66
2010,11,German Grand Prix,rosberg,mercedes,9,8,4.0,+1 Lap,66
2010,11,German Grand Prix,michael_schumacher,mercedes,11,9,2.0,+1 Lap,66
2010,11,German Grand Prix,petrov,renault,13,10,1.0,+1 Lap,66
2010,11,German Grand Prix,kobayashi,sauber,12,11,0.0,+1 Lap,66
2010,11,German Grand Prix,barrichello,williams,8,12,0.0,+1 Lap,66
2010,11,German Grand Prix,hulkenberg,williams,10,13,0.0,+1 Lap,66
2010,11,German Grand Prix,rosa,sauber,14,14,0.0,+1 Lap,66
2010,11,German Grand Prix,alguersuari,toro_rosso,15,15,0.0,+1 Lap,66
2010,11,German Grand Prix,liuzzi,force_india,21,16,0.0,+2 Laps,65
2010,11,German Grand Prix,sutil,force_india,19,17,0.0,+2 Laps,65
2010,11,German Grand Prix,glock,virgin,23,18,0.0,+3 Laps,64
2010,11,German Grand Prix,bruno_senna,hrt,20,19,0.0,+4 Laps,63
2010,11,German Grand Prix,kovalainen,lotus_racing,18,20,0.0,Collision,56
2010,11,German Grand Prix,grassi,virgin,24,21,0.0,Gearbox,50
2010,11,German Grand Prix,yamamoto,hrt,22,22,0.0,Engine,19
2010,11,German Grand Prix,trulli,lotus_racing,17,23,0.0,Gearbox,3
2010,11,German Grand Prix,buemi,toro_rosso,16,24,0.0,Collision,1
2010,12,Hungarian Grand Prix,webber,red_bull,2,1,25.0,Finished,70
2010,12,Hungarian Grand Prix,alonso,ferrari,3,2,18.0,Finished,70
2010,12,Hungarian Grand Prix,vettel,red_bull,1,3,15.0,Finished,70
2010,12,Hungarian Grand Prix,massa,ferrari,4,4,12.0,Finished,70
2010,12,Hungarian Grand Prix,petrov,renault,7,5,10.0,Finished,70
2010,12,Hungarian Grand Prix,hulkenberg,williams,10,6,8.0,Finished,70
2010,12,Hungarian Grand Prix,rosa,sauber,9,7,6.0,+1 Lap,69
2010,12,Hungarian Grand Prix,button,mclaren,11,8,4.0,+1 Lap,69
2010,12,Hungarian Grand Prix,kobayashi,sauber,23,9,2.0,+1 Lap,69
2010,12,Hungarian Grand Prix,barrichello,williams,12,10,1.0,+1 Lap,69
2010,12,Hungarian Grand Prix,michael_schumacher,mercedes,14,11,0.0,+1 Lap,69
2010,12,Hungarian Grand Prix,buemi,toro_rosso,15,12,0.0,+1 Lap,69
2010,12,Hungarian Grand Prix,liuzzi,force_india,16,13,0.0,+1 Lap,69
2010,12,Hungarian Grand Prix,kovalainen,lotus_racing,19,14,0.0,+3 Laps,67
2010,12,Hungarian Grand Prix,trulli,lotus_racing,20,15,0.0,+3 Laps,67
2010,12,Hungarian Grand Prix,glock,virgin,18,16,0.0,+3 Laps,67
2010,12,Hungarian Grand Prix,bruno_senna,hrt,22,17,0.0,+3 Laps,67
2010,12,Hungarian Grand Prix,grassi,virgin,21,18,0.0,+4 Laps,66
2010,12,Hungarian Grand Prix,yamamoto,hrt,24,19,0.0,+4 Laps,66
2010,12,Hungarian Grand Prix,hamilton,mclaren,5,20,0.0,Gearbox,23
2010,12,Hungarian Grand Prix,kubica,renault,8,21,0.0,Retired,23
2010,12,Hungarian Grand Prix,rosberg,mercedes,6,22,0.0,Wheel,15
2010,12,Hungarian Grand Prix,sutil,force_india,13,23,0.0,Collision,15
2010,12,Hungarian Grand Prix,alguersuari,toro_rosso,17,24,0.0,Engine,1
2010,13,Belgian Grand Prix,hamilton,mclaren,2,1,25.0,Finished,44
2010,13,Belgian Grand Prix,webber,red_bull,1,2,18.0,Finished,44
2010,13,Belgian Grand Prix,kubica,renault,3,3,15.0,Finished,44
2010,13,Belgian Grand Prix,massa,ferrari,6,4,12.0,Finished,44
2010,13,Belgian Grand Prix,sutil,force_india,8,5,10.0,Finished,44
2010,13,Belgian Grand Prix,rosberg,mercedes,14,6,8.0,Finished,44
2010,13,Belgian Grand Prix,michael_schumacher,mercedes,21,7,6.0,Finished,44
2010,13,Belgian Grand Prix,kobayashi,sauber,17,8,4.0,Finished,44
2010,13,Belgian Grand Prix,petrov,renault,23,9,2.0,Finished,44
2010,13,Belgian Grand Prix,liuzzi,force_india,12,10,1.0,Finished,44
2010,13,Belgian Grand Prix,rosa,sauber,24,11,0.0,Finished,44
2010,13,Belgian Grand Prix,buemi,toro_rosso,16,12,0.0,Finished,44
2010,13,Belgian Grand Prix,alguersuari,toro_rosso,11,13,0.0,Finished,44
2010,13,Belgian Grand Prix,hulkenberg,williams,9,14,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,vettel,red_bull,4,15,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,kovalainen,lotus_racing,13,16,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,grassi,virgin,22,17,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,glock,virgin,20,18,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,trulli,lotus_racing,15,19,0.0,+1 Lap,43
2010,13,Belgian Grand Prix,yamamoto,hrt,19,20,0.0,+2 Laps,42
2010,13,Belgian Grand Prix,alonso,ferrari,10,21,0.0,Accident,37
2010,13,Belgian Grand Prix,button,mclaren,5,22,0.0,Collision,15
2010,13,Belgian Grand Prix,bruno_senna,hrt,18,23,0.0,Retired,5
2010,13,Belgian Grand Prix,barrichello,williams,7,24,0.0,Collision,0
2010,14,Italian Grand Prix,alonso,ferrari,1,1,25.0,Finished,53
2010,14,Italian Grand Prix,button,mclaren,2,2,18.0,Finished,53
2010,14,Italian Grand Prix,massa,ferrari,3,3,15.0,Finished,53
2010,14,Italian Grand Prix,vettel,red_bull,6,4,12.0,Finished,53
2010,14,Italian Grand Prix,rosberg,mercedes,7,5,10.0,Finished,53
2010,14,Italian Grand Prix,webber,red_bull,4,6,8.0,Finished,53
2010,14,Italian Grand Prix,hulkenberg,williams,8,7,6.0,Finished,53
2010,14,Italian Grand Prix,kubica,renault,9,8,4.0,Finished,53
2010,14,Italian Grand Prix,michael_schumacher,mercedes,12,9,2.0,Finished,53
2010,14,Italian Grand Prix,barrichello,williams,10,10,1.0,Finished,53
2010,14,Italian Grand Prix,buemi,toro_rosso,14,11,0.0,Finished,53
2010,14,Italian Grand Prix,liuzzi,force_india,19,12,0.0,Finished,53
2010,14,Italian Grand Prix,petrov,renault,20,13,0.0,Finished,53
2010,14,Italian Grand Prix,rosa,sauber,16,14,0.0,+1 Lap,52
2010,14,Italian Grand Prix,alguersuari,toro_rosso,15,15,0.0,+1 Lap,52
2010,14,Italian Grand Prix,sutil,force_india,11,16,0.0,+1 Lap,52
2010,14,Italian Grand Prix,glock,virgin,24,17,0.0,+2 Laps,51
2010,14,Italian Grand Prix,kovalainen,lotus_racing,18,18,0.0,+2 Laps,51
2010,14,Italian Grand Prix,yamamoto,hrt,23,19,0.0,+2 Laps,51
2010,14,Italian Grand Prix,grassi,virgin,21,20,0.0,+3 Laps,50
2010,14,Italian Grand Prix,trulli,lotus_racing,17,21,0.0,Engine,46
2010,14,Italian Grand Prix,bruno_senna,hrt,22,22,0.0,Retired,11
2010,14,Italian Grand Prix,hamilton,mclaren,5,23,0.0,Collision,0
2010,14,Italian Grand Prix,kobayashi,sauber,13,24,0.0,Gearbox,0
2010,15,Singapore Grand Prix,alonso,ferrari,1,1,25.0,Finished,61
2010,15,Singapore Grand Prix,vettel,red_bull,2,2,18.0,Finished,61
2010,15,Singapore Grand Prix,webber,red_bull,5,3,15.0,Finished,61
2010,15,Singapore Grand Prix,button,mclaren,4,4,12.0,Finished,61
2010,15,Singapore Grand Prix,rosberg,mercedes,7,5,10.0,Finished,61
2010,15,Singapore Grand Prix,barrichello,williams,6,6,8.0,Finished,61
2010,15,Singapore Grand Prix,kubica,renault,8,7,6.0,Finished,61
2010,15,Singapore Grand Prix,massa,ferrari,24,8,4.0,Finished,61
2010,15,Singapore Grand Prix,sutil,force_india,15,9,2.0,Finished,61
2010,15,Singapore Grand Prix,hulkenberg,williams,17,10,1.0,Finished,61
2010,15,Singapore Grand Prix,petrov,renault,12,11,0.0,+1 Lap,60
2010,15,Singapore Grand Prix,alguersuari,toro_rosso,11,12,0.0,+1 Lap,60
2010,15,Singapore Grand Prix,michael_schumacher,mercedes,9,13,0.0,+1 Lap,60
2010,15,Singapore Grand Prix,buemi,toro_rosso,13,14,0.0,+1 Lap,60
