season,round,race_name,driver,constructor,grid,position,points,status,laps
2018,1,Australian Grand Prix,sainz,renault,9,10,1.0,Finished,58
2018,1,Australian Grand Prix,perez,force_india,12,11,0.0,Finished,58
2018,1,Australian Grand Prix,ocon,force_india,14,12,0.0,Finished,58
2018,1,Australian Grand Prix,leclerc,sauber,18,13,0.0,Finished,58
2018,1,Australian Grand Prix,stroll,williams,13,14,0.0,Finished,58
2018,1,Australian Grand Prix,brendon_hartley,toro_rosso,16,15,0.0,+1 Lap,57
2018,1,Australian Grand Prix,grosjean,haas,6,16,0.0,Wheel,24
2018,1,Australian Grand Prix,kevin_magnussen,haas,5,17,0.0,Wheel,22
2018,1,Australian Grand Prix,gasly,toro_rosso,20,18,0.0,Engine,13
2018,1,Australian Grand Prix,ericsson,sauber,17,19,0.0,Steering,5
2018,1,Australian Grand Prix,sirotkin,williams,19,20,0.0,Brakes,4
2018,2,Bahrain Grand Prix,vettel,ferrari,1,1,25.0,Finished,57
2018,2,Bahrain Grand Prix,bottas,mercedes,3,2,18.0,Finished,57
2018,2,Bahrain Grand Prix,hamilton,mercedes,9,3,15.0,Finished,57
2018,2,Bahrain Grand Prix,gasly,toro_rosso,5,4,12.0,Finished,57
2018,2,Bahrain Grand Prix,kevin_magnussen,haas,6,5,10.0,Finished,57
2018,2,Bahrain Grand Prix,hulkenberg,renault,7,6,8.0,Finished,57
2018,2,Bahrain Grand Prix,alonso,mclaren,13,7,6.0,+1 Lap,56
2018,2,Bahrain Grand Prix,vandoorne,mclaren,14,8,4.0,+1 Lap,56
2018,2,Bahrain Grand Prix,ericsson,sauber,17,9,2.0,+1 Lap,56
2018,2,Bahrain Grand Prix,ocon,force_india,8,10,1.0,+1 Lap,56
2018,2,Bahrain Grand Prix,sainz,renault,10,11,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,leclerc,sauber,19,12,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,grosjean,haas,16,13,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,stroll,williams,20,14,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,sirotkin,williams,18,15,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,perez,force_india,12,16,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,brendon_hartley,toro_rosso,11,17,0.0,+1 Lap,56
2018,2,Bahrain Grand Prix,raikkonen,ferrari,2,18,0.0,Wheel,35
2018,2,Bahrain Grand Prix,max_verstappen,red_bull,15,19,0.0,Puncture,3
2018,2,Bahrain Grand Prix,ricciardo,red_bull,4,20,0.0,Electrical,1
2018,3,Chinese Grand Prix,ricciardo,red_bull,6,1,25.0,Finished,56
2018,3,Chinese Grand Prix,bottas,mercedes,3,2,18.0,Finished,56
2018,3,Chinese Grand Prix,raikkonen,ferrari,2,3,15.0,Finished,56
2018,3,Chinese Grand Prix,hamilton,mercedes,4,4,12.0,Finished,56
2018,3,Chinese Grand Prix,max_verstappen,red_bull,5,5,10.0,Finished,56
2018,3,Chinese Grand Prix,hulkenberg,renault,7,6,8.0,Finished,56
2018,3,Chinese Grand Prix,alonso,mclaren,13,7,6.0,Finished,56
2018,3,Chinese Grand Prix,vettel,ferrari,1,8,4.0,Finished,56
2018,3,Chinese Grand Prix,sainz,renault,9,9,2.0,Finished,56
2018,3,Chinese Grand Prix,kevin_magnussen,haas,11,10,1.0,Finished,56
2018,3,Chinese Grand Prix,ocon,force_india,12,11,0.0,Finished,56
2018,3,Chinese Grand Prix,perez,force_india,8,12,0.0,Finished,56
2018,3,Chinese Grand Prix,vandoorne,mclaren,14,13,0.0,Finished,56
2018,3,Chinese Grand Prix,stroll,williams,18,14,0.0,Finished,56
2018,3,Chinese Grand Prix,sirotkin,williams,16,15,0.0,Finished,56
2018,3,Chinese Grand Prix,ericsson,sauber,20,16,0.0,Finished,56
2018,3,Chinese Grand Prix,grosjean,haas,10,17,0.0,Finished,56
2018,3,Chinese Grand Prix,gasly,toro_rosso,17,18,0.0,Finished,56
2018,3,Chinese Grand Prix,leclerc,sauber,19,19,0.0,Finished,56
2018,3,Chinese Grand Prix,brendon_hartley,toro_rosso,15,20,0.0,Collision damage,51
2018,4,Azerbaijan Grand Prix,hamilton,mercedes,2,1,25.0,Finished,51
2018,4,Azerbaijan Grand Prix,raikkonen,ferrari,6,2,18.0,Finished,51
2018,4,Azerbaijan Grand Prix,perez,force_india,8,3,15.0,Finished,51
2018,4,Azerbaijan Grand Prix,vettel,ferrari,1,4,12.0,Finished,51
2018,4,Azerbaijan Grand Prix,sainz,renault,9,5,10.0,Finished,51
2018,4,Azerbaijan Grand Prix,leclerc,sauber,13,6,8.0,Finished,51
2018,4,Azerbaijan Grand Prix,alonso,mclaren,12,7,6.0,Finished,51
2018,4,Azerbaijan Grand Prix,stroll,williams,10,8,4.0,Finished,51
2018,4,Azerbaijan Grand Prix,vandoorne,mclaren,16,9,2.0,Finished,51
2018,4,Azerbaijan Grand Prix,brendon_hartley,toro_rosso,19,10,1.0,Finished,51
2018,4,Azerbaijan Grand Prix,ericsson,sauber,18,11,0.0,Finished,51
2018,4,Azerbaijan Grand Prix,gasly,toro_rosso,17,12,0.0,Finished,51
2018,4,Azerbaijan Grand Prix,kevin_magnussen,haas,15,13,0.0,Finished,51
2018,4,Azerbaijan Grand Prix,bottas,mercedes,3,14,0.0,Puncture,48
2018,4,Azerbaijan Grand Prix,grosjean,haas,20,15,0.0,Accident,42
2018,4,Azerbaijan Grand Prix,max_verstappen,red_bull,5,16,0.0,Collision,39
2018,4,Azerbaijan Grand Prix,ricciardo,red_bull,4,17,0.0,Collision,39
2018,4,Azerbaijan Grand Prix,hulkenberg,renault,14,18,0.0,Accident,10
2018,4,Azerbaijan Grand Prix,ocon,force_india,7,19,0.0,Collision,0
2018,4,Azerbaijan Grand Prix,sirotkin,williams,11,20,0.0,Collision,0
2018,5,Spanish Grand Prix,hamilton,mercedes,1,1,25.0,Finished,66
2018,5,Spanish Grand Prix,bottas,mercedes,2,2,18.0,Finished,66
2018,5,Spanish Grand Prix,max_verstappen,red_bull,5,3,15.0,Finished,66
2018,5,Spanish Grand Prix,vettel,ferrari,3,4,12.0,Finished,66
2018,5,Spanish Grand Prix,ricciardo,red_bull,6,5,10.0,Finished,66
2018,5,Spanish Grand Prix,kevin_magnussen,haas,7,6,8.0,+1 Lap,65
2018,5,Spanish Grand Prix,sainz,renault,9,7,6.0,+1 Lap,65
2018,5,Spanish Grand Prix,alonso,mclaren,8,8,4.0,+1 Lap,65
2018,5,Spanish Grand Prix,perez,force_india,15,9,2.0,+2 Laps,64
2018,5,Spanish Grand Prix,leclerc,sauber,14,10,1.0,+2 Laps,64
2018,5,Spanish Grand Prix,stroll,williams,18,11,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,brendon_hartley,toro_rosso,20,12,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,ericsson,sauber,17,13,0.0,+2 Laps,64
2018,5,Spanish Grand Prix,sirotkin,williams,19,14,0.0,+3 Laps,63
2018,5,Spanish Grand Prix,vandoorne,mclaren,11,15,0.0,Gearbox,45
2018,5,Spanish Grand Prix,ocon,force_india,13,16,0.0,Oil leak,38
2018,5,Spanish Grand Prix,raikkonen,ferrari,4,17,0.0,Turbo,25
2018,5,Spanish Grand Prix,grosjean,haas,10,18,0.0,Collision,0
2018,5,Spanish Grand Prix,gasly,toro_rosso,12,19,0.0,Collision,0
2018,5,Spanish Grand Prix,hulkenberg,renault,16,20,0.0,Collision,0
2018,6,Monaco Grand Prix,ricciardo,red_bull,1,1,25.0,Finished,78
2018,6,Monaco Grand Prix,vettel,ferrari,2,2,18.0,Finished,78
2018,6,Monaco Grand Prix,hamilton,mercedes,3,3,15.0,Finished,78
2018,6,Monaco Grand Prix,raikkonen,ferrari,4,4,12.0,Finished,78
2018,6,Monaco Grand Prix,bottas,mercedes,5,5,10.0,Finished,78
2018,6,Monaco Grand Prix,ocon,force_india,6,6,8.0,Finished,78
2018,6,Monaco Grand Prix,gasly,toro_rosso,10,7,6.0,Finished,78
2018,6,Monaco Grand Prix,hulkenberg,renault,11,8,4.0,Finished,78
2018,6,Monaco Grand Prix,max_verstappen,red_bull,20,9,2.0,Finished,78
2018,6,Monaco Grand Prix,sainz,renault,8,10,1.0,Finished,78
2018,6,Monaco Grand Prix,ericsson,sauber,16,11,0.0,Finished,78
2018,6,Monaco Grand Prix,perez,force_india,9,12,0.0,Finished,78
2018,6,Monaco Grand Prix,kevin_magnussen,haas,19,13,0.0,Finished,78
2018,6,Monaco Grand Prix,vandoorne,mclaren,12,14,0.0,+1 Lap,77
2018,6,Monaco Grand Prix,grosjean,haas,18,15,0.0,+1 Lap,77
2018,6,Monaco Grand Prix,sirotkin,williams,13,16,0.0,+1 Lap,77
2018,6,Monaco Grand Prix,stroll,williams,17,17,0.0,+2 Laps,76
2018,6,Monaco Grand Prix,leclerc,sauber,14,18,0.0,Collision,70
2018,6,Monaco Grand Prix,brendon_hartley,toro_rosso,15,19,0.0,Collision,70
2018,6,Monaco Grand Prix,alonso,mclaren,7,20,0.0,Gearbox,52
2018,7,Canadian Grand Prix,vettel,ferrari,1,1,25.0,Finished,68
2018,7,Canadian Grand Prix,bottas,mercedes,2,2,18.0,Finished,68
2018,7,Canadian Grand Prix,max_verstappen,red_bull,3,3,15.0,Finished,68
2018,7,Canadian Grand Prix,ricciardo,red_bull,6,4,12.0,Finished,68
2018,7,Canadian Grand Prix,hamilton,mercedes,4,5,10.0,Finished,68
2018,7,Canadian Grand Prix,raikkonen,ferrari,5,6,8.0,Finished,68
2018,7,Canadian Grand Prix,hulkenberg,renault,7,7,6.0,+1 Lap,67
2018,7,Canadian Grand Prix,sainz,renault,9,8,4.0,+1 Lap,67
2018,7,Canadian Grand Prix,ocon,force_india,8,9,2.0,+1 Lap,67
2018,7,Canadian Grand Prix,leclerc,sauber,13,10,1.0,+1 Lap,67
2018,7,Canadian Grand Prix,gasly,toro_rosso,16,11,0.0,+1 Lap,67
2018,7,Canadian Grand Prix,grosjean,haas,20,12,0.0,+1 Lap,67
2018,7,Canadian Grand Prix,kevin_magnussen,haas,11,13,0.0,+1 Lap,67
2018,7,Canadian Grand Prix,perez,force_india,10,14,0.0,+1 Lap,67
2018,7,Canadian Grand Prix,ericsson,sauber,19,15,0.0,+2 Laps,66
2018,7,Canadian Grand Prix,vandoorne,mclaren,15,16,0.0,+2 Laps,66
2018,7,Canadian Grand Prix,sirotkin,williams,18,17,0.0,+2 Laps,66
2018,7,Canadian Grand Prix,alonso,mclaren,14,18,0.0,Exhaust,40
2018,7,Canadian Grand Prix,brendon_hartley,toro_rosso,12,19,0.0,Collision,0
2018,7,Canadian Grand Prix,stroll,williams,17,20,0.0,Collision,0
2018,8,French Grand Prix,hamilton,mercedes,1,1,25.0,Finished,53
2018,8,French Grand Prix,max_verstappen,red_bull,4,2,18.0,Finished,53
2018,8,French Grand Prix,raikkonen,ferrari,6,3,15.0,Finished,53
2018,8,French Grand Prix,ricciardo,red_bull,5,4,12.0,Finished,53
2018,8,French Grand Prix,vettel,ferrari,3,5,10.0,Finished,53
2018,8,French Grand Prix,kevin_magnussen,haas,9,6,8.0,Finished,53
2018,8,French Grand Prix,bottas,mercedes,2,7,6.0,Finished,53
2018,8,French Grand Prix,sainz,renault,7,8,4.0,Finished,53
2018,8,French Grand Prix,hulkenberg,renault,12,9,2.0,Finished,53
2018,8,French Grand Prix,leclerc,sauber,8,10,1.0,Finished,53
2018,8,French Grand Prix,grosjean,haas,10,11,0.0,+1 Lap,52
2018,8,French Grand Prix,vandoorne,mclaren,17,12,0.0,+1 Lap,52
2018,8,French Grand Prix,ericsson,sauber,15,13,0.0,+1 Lap,52
2018,8,French Grand Prix,brendon_hartley,toro_rosso,20,14,0.0,+1 Lap,52
2018,8,French Grand Prix,sirotkin,williams,18,15,0.0,+1 Lap,52
2018,8,French Grand Prix,alonso,mclaren,16,16,0.0,Wheel,50
2018,8,French Grand Prix,stroll,williams,19,17,0.0,Puncture,48
2018,8,French Grand Prix,perez,force_india,13,18,0.0,Engine,27
2018,8,French Grand Prix,ocon,force_india,11,19,0.0,Collision,0
2018,8,French Grand Prix,gasly,toro_rosso,14,20,0.0,Collision,0
2018,9,Austrian Grand Prix,max_verstappen,red_bull,4,1,25.0,Finished,71
2018,9,Austrian Grand Prix,raikkonen,ferrari,3,2,18.0,Finished,71
2018,9,Austrian Grand Prix,vettel,ferrari,6,3,15.0,Finished,71
2018,9,Austrian Grand Prix,grosjean,haas,5,4,12.0,+1 Lap,70
2018,9,Austrian Grand Prix,kevin_magnussen,haas,8,5,10.0,+1 Lap,70
2018,9,Austrian Grand Prix,ocon,force_india,11,6,8.0,+1 Lap,70
2018,9,Austrian Grand Prix,perez,force_india,16,7,6.0,+1 Lap,70
2018,9,Austrian Grand Prix,alonso,mclaren,13,8,4.0,+1 Lap,70
2018,9,Austrian Grand Prix,leclerc,sauber,18,9,2.0,+1 Lap,70
2018,9,Austrian Grand Prix,ericsson,sauber,20,10,1.0,+1 Lap,70
2018,9,Austrian Grand Prix,gasly,toro_rosso,12,11,0.0,+1 Lap,70
2018,9,Austrian Grand Prix,sainz,renault,9,12,0.0,+1 Lap,70
2018,9,Austrian Grand Prix,sirotkin,williams,17,13,0.0,+2 Laps,69
2018,9,Austrian Grand Prix,stroll,williams,14,14,0.0,+2 Laps,69
2018,9,Austrian Grand Prix,vandoorne,mclaren,15,15,0.0,Collision damage,65
2018,9,Austrian Grand Prix,hamilton,mercedes,2,16,0.0,Fuel pressure,62
2018,9,Austrian Grand Prix,brendon_hartley,toro_rosso,19,17,0.0,Hydraulics,54
2018,9,Austrian Grand Prix,ricciardo,red_bull,7,18,0.0,Exhaust,53
2018,9,Austrian Grand Prix,bottas,mercedes,1,19,0.0,Hydraulics,13
2018,9,Austrian Grand Prix,hulkenberg,renault,10,20,0.0,Engine,11
2018,10,British Grand Prix,vettel,ferrari,2,1,25.0,Finished,52
2018,10,British Grand Prix,hamilton,mercedes,1,2,18.0,Finished,52
2018,10,British Grand Prix,raikkonen,ferrari,3,3,15.0,Finished,52
2018,10,British Grand Prix,bottas,mercedes,4,4,12.0,Finished,52
2018,10,British Grand Prix,ricciardo,red_bull,6,5,10.0,Finished,52
2018,10,British Grand Prix,hulkenberg,renault,11,6,8.0,Finished,52
2018,10,British Grand Prix,ocon,force_india,10,7,6.0,Finished,52
2018,10,British Grand Prix,alonso,mclaren,13,8,4.0,Finished,52
2018,10,British Grand Prix,kevin_magnussen,haas,7,9,2.0,Finished,52
2018,10,British Grand Prix,perez,force_india,12,10,1.0,Finished,52
2018,10,British Grand Prix,vandoorne,mclaren,17,11,0.0,Finished,52
2018,10,British Grand Prix,stroll,williams,19,12,0.0,Finished,52
2018,10,British Grand Prix,gasly,toro_rosso,14,13,0.0,Finished,52
2018,10,British Grand Prix,sirotkin,williams,18,14,0.0,Finished,52
2018,10,British Grand Prix,max_verstappen,red_bull,5,15,0.0,Brakes,46
2018,10,British Grand Prix,grosjean,haas,8,16,0.0,Collision,37
2018,10,British Grand Prix,sainz,renault,16,17,0.0,Collision,37
2018,10,British Grand Prix,ericsson,sauber,15,18,0.0,Accident,31
2018,10,British Grand Prix,leclerc,sauber,9,19,0.0,Tyre,18
2018,10,British Grand Prix,brendon_hartley,toro_rosso,0,20,0.0,Power Unit,1
2018,11,German Grand Prix,hamilton,mercedes,14,1,25.0,Finished,67
2018,11,German Grand Prix,bottas,mercedes,2,2,18.0,Finished,67
2018,11,German Grand Prix,raikkonen,ferrari,3,3,15.0,Finished,67
2018,11,German Grand Prix,max_verstappen,red_bull,4,4,12.0,Finished,67
2018,11,German Grand Prix,hulkenberg,renault,7,5,10.0,Finished,67
2018,11,German Grand Prix,grosjean,haas,6,6,8.0,Finished,67
2018,11,German Grand Prix,perez,force_india,10,7,6.0,Finished,67
2018,11,German Grand Prix,ocon,force_india,15,8,4.0,Finished,67
2018,11,German Grand Prix,ericsson,sauber,13,9,2.0,Finished,67
2018,11,German Grand Prix,brendon_hartley,toro_rosso,17,10,1.0,Finished,67
2018,11,German Grand Prix,kevin_magnussen,haas,5,11,0.0,Finished,67
2018,11,German Grand Prix,sainz,renault,8,12,0.0,Finished,67
2018,11,German Grand Prix,vandoorne,mclaren,19,13,0.0,Finished,67
2018,11,German Grand Prix,gasly,toro_rosso,16,14,0.0,+1 Lap,66
2018,11,German Grand Prix,leclerc,sauber,9,15,0.0,+1 Lap,66
2018,11,German Grand Prix,alonso,mclaren,11,16,0.0,Retired,65
2018,11,German Grand Prix,stroll,williams,18,17,0.0,Engine,53
2018,11,German Grand Prix,vettel,ferrari,1,18,0.0,Accident,51
2018,11,German Grand Prix,sirotkin,williams,12,19,0.0,Engine,51
2018,11,German Grand Prix,ricciardo,red_bull,20,20,0.0,Engine,27
2018,12,Hungarian Grand Prix,hamilton,mercedes,1,1,25.0,Finished,70
2018,12,Hungarian Grand Prix,vettel,ferrari,4,2,18.0,Finished,70
2018,12,Hungarian Grand Prix,raikkonen,ferrari,3,3,15.0,Finished,70
2018,12,Hungarian Grand Prix,ricciardo,red_bull,12,4,12.0,Finished,70
2018,12,Hungarian Grand Prix,bottas,mercedes,2,5,10.0,Finished,70
2018,12,Hungarian Grand Prix,gasly,toro_rosso,6,6,8.0,Finished,70
2018,12,Hungarian Grand Prix,kevin_magnussen,haas,9,7,6.0,+1 Lap,69
2018,12,Hungarian Grand Prix,alonso,mclaren,11,8,4.0,+1 Lap,69
2018,12,Hungarian Grand Prix,sainz,renault,5,9,2.0,+1 Lap,69
2018,12,Hungarian Grand Prix,grosjean,haas,10,10,1.0,+1 Lap,69
2018,12,Hungarian Grand Prix,brendon_hartley,toro_rosso,8,11,0.0,+1 Lap,69
2018,12,Hungarian Grand Prix,hulkenberg,renault,13,12,0.0,+1 Lap,69
2018,12,Hungarian Grand Prix,ocon,force_india,18,13,0.0,+1 Lap,69
2018,12,Hungarian Grand Prix,perez,force_india,19,14,0.0,+1 Lap,69
2018,12,Hungarian Grand Prix,ericsson,sauber,14,15,0.0,+2 Laps,68
2018,12,Hungarian Grand Prix,sirotkin,williams,20,16,0.0,+2 Laps,68
2018,12,Hungarian Grand Prix,stroll,williams,15,17,0.0,+2 Laps,68
2018,12,Hungarian Grand Prix,vandoorne,mclaren,16,18,0.0,Gearbox,49
2018,12,Hungarian Grand Prix,max_verstappen,red_bull,7,19,0.0,Power loss,5
2018,12,Hungarian Grand Prix,leclerc,sauber,17,20,0.0,Suspension,0
2018,13,Belgian Grand Prix,vettel,ferrari,2,1,25.0,Finished,44
2018,13,Belgian Grand Prix,hamilton,mercedes,1,2,18.0,Finished,44
2018,13,Belgian Grand Prix,max_verstappen,red_bull,7,3,15.0,Finished,44
2018,13,Belgian Grand Prix,bottas,mercedes,19,4,12.0,Finished,44
2018,13,Belgian Grand Prix,perez,force_india,4,5,10.0,Finished,44
2018,13,Belgian Grand Prix,ocon,force_india,3,6,8.0,Finished,44
2018,13,Belgian Grand Prix,grosjean,haas,5,7,6.0,Finished,44
2018,13,Belgian Grand Prix,kevin_magnussen,haas,9,8,4.0,Finished,44
2018,13,Belgian Grand Prix,gasly,toro_rosso,10,9,2.0,Finished,44
2018,13,Belgian Grand Prix,ericsson,sauber,13,10,1.0,+1 Lap,43
2018,13,Belgian Grand Prix,sainz,renault,14,11,0.0,+1 Lap,43
2018,13,Belgian Grand Prix,sirotkin,williams,16,12,0.0,+1 Lap,43
2018,13,Belgian Grand Prix,stroll,williams,17,13,0.0,+1 Lap,43
2018,13,Belgian Grand Prix,brendon_hartley,toro_rosso,11,14,0.0,+1 Lap,43
2018,13,Belgian Grand Prix,vandoorne,mclaren,18,15,0.0,+1 Lap,43
2018,13,Belgian Grand Prix,ricciardo,red_bull,8,16,0.0,Retired,28
2018,13,Belgian Grand Prix,raikkonen,ferrari,6,17,0.0,Brakes,8
2018,13,Belgian Grand Prix,leclerc,sauber,12,18,0.0,Accident,0
2018,13,Belgian Grand Prix,alonso,mclaren,15,19,0.0,Accident,0
2018,13,Belgian Grand Prix,hulkenberg,renault,20,20,0.0,Accident,0
2018,14,Italian Grand Prix,hamilton,mercedes,3,1,25.0,Finished,53
2018,14,Italian Grand Prix,raikkonen,ferrari,1,2,18.0,Finished,53
2018,14,Italian Grand Prix,bottas,mercedes,4,3,15.0,Finished,53
2018,14,Italian Grand Prix,vettel,ferrari,2,4,12.0,Finished,53
2018,14,Italian Grand Prix,max_verstappen,red_bull,5,5,10.0,Finished,53
2018,14,Italian Grand Prix,ocon,force_india,8,6,8.0,Finished,53
2018,14,Italian Grand Prix,perez,force_india,14,7,6.0,Finished,53
2018,14,Italian Grand Prix,sainz,renault,7,8,4.0,Finished,53
2018,14,Italian Grand Prix,stroll,williams,10,9,2.0,+1 Lap,52
2018,14,Italian Grand Prix,sirotkin,williams,12,10,1.0,+1 Lap,52
2018,14,Italian Grand Prix,leclerc,sauber,15,11,0.0,+1 Lap,52
2018,14,Italian Grand Prix,vandoorne,mclaren,17,12,0.0,+1 Lap,52
2018,14,Italian Grand Prix,hulkenberg,renault,20,13,0.0,+1 Lap,52
2018,14,Italian Grand Prix,gasly,toro_rosso,9,14,0.0,+1 Lap,52
2018,14,Italian Grand Prix,ericsson,sauber,18,15,0.0,+1 Lap,52
2018,14,Italian Grand Prix,kevin_magnussen,haas,11,16,0.0,+1 Lap,52
2018,14,Italian Grand Prix,ricciardo,red_bull,19,17,0.0,Engine,23
2018,14,Italian Grand Prix,alonso,mclaren,13,18,0.0,Engine,9
2018,14,Italian Grand Prix,brendon_hartley,toro_rosso,16,19,0.0,Brakes,0
2018,14,Italian Grand Prix,grosjean,haas,6,20,0.0,Disqualified,53
2018,15,Singapore Grand Prix,hamilton,mercedes,1,1,25.0,Finished,61
2018,15,Singapore Grand Prix,max_verstappen,red_bull,2,2,18.0,Finished,61
2018,15,Singapore Grand Prix,vettel,ferrari,3,3,15.0,Finished,61
2018,15,Singapore Grand Prix,bottas,mercedes,4,4,12.0,Finished,61
2018,15,Singapore Grand Prix,raikkonen,ferrari,5,5,10.0,Finished,61
2018,15,Singapore Grand Prix,ricciardo,red_bull,6,6,8.0,Finished,61
2018,15,Singapore Grand Prix,alonso,mclaren,11,7,6.0,Finished,61
2018,15,Singapore Grand Prix,sainz,renault,12,8,4.0,+1 Lap,60
2018,15,Singapore Grand Prix,leclerc,sauber,13,9,2.0,+1 Lap,60
2018,15,Singapore Grand Prix,hulkenberg,renault,10,10,1.0,+1 Lap,60
2018,15,Singapore Grand Prix,ericsson,sauber,14,11,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,vandoorne,mclaren,18,12,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,gasly,toro_rosso,15,13,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,stroll,williams,20,14,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,grosjean,haas,8,15,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,perez,force_india,7,16,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,brendon_hartley,toro_rosso,17,17,0.0,+1 Lap,60
2018,15,Singapore Grand Prix,kevin_magnussen,haas,16,18,0.0,+2 Laps,59
2018,15,Singapore Grand Prix,sirotkin,williams,19,19,0.0,+2 Laps,59
2018,15,Singapore Grand Prix,ocon,force_india,9,20,0.0,Collision,0
2018,16,Russian Grand Prix,hamilton,mercedes,2,1,25.0,Finished,53
2018,16,Russian Grand Prix,bottas,mercedes,1,2,18.0,Finished,53
2018,16,Russian Grand Prix,vettel,ferrari,3,3,15.0,Finished,53
2018,16,Russian Grand Prix,raikkonen,ferrari,4,4,12.0,Finished,53
2018,16,Russian Grand Prix,max_verstappen,red_bull,19,5,10.0,Finished,53
2018,16,Russian Grand Prix,ricciardo,red_bull,18,6,8.0,Finished,53
2018,16,Russian Grand Prix,leclerc,sauber,7,7,6.0,Finished,53
2018,16,Russian Grand Prix,kevin_magnussen,haas,5,8,4.0,+1 Lap,52
2018,16,Russian Grand Prix,ocon,force_india,6,9,2.0,+1 Lap,52
2018,16,Russian Grand Prix,perez,force_india,8,10,1.0,+1 Lap,52
2018,16,Russian Grand Prix,grosjean,haas,9,11,0.0,+1 Lap,52
2018,16,Russian Grand Prix,hulkenberg,renault,12,12,0.0,+1 Lap,52
2018,16,Russian Grand Prix,ericsson,sauber,10,13,0.0,+1 Lap,52
2018,16,Russian Grand Prix,alonso,mclaren,16,14,0.0,+1 Lap,52
2018,16,Russian Grand Prix,stroll,williams,14,15,0.0,+1 Lap,52
2018,16,Russian Grand Prix,vandoorne,mclaren,15,16,0.0,+2 Laps,51
2018,16,Russian Grand Prix,sainz,renault,11,17,0.0,+2 Laps,51
2018,16,Russian Grand Prix,sirotkin,williams,13,18,0.0,+2 Laps,51
2018,16,Russian Grand Prix,gasly,toro_rosso,17,19,0.0,Brakes,4
2018,16,Russian Grand Prix,brendon_hartley,toro_rosso,20,20,0.0,Brakes,4
2018,17,Japanese Grand Prix,hamilton,mercedes,1,1,25.0,Finished,53
2018,17,Japanese Grand Prix,bottas,mercedes,2,2,18.0,Finished,53
2018,17,Japanese Grand Prix,max_verstappen,red_bull,3,3,15.0,Finished,53
2018,17,Japanese Grand Prix,ricciardo,red_bull,15,4,12.0,Finished,53
2018,17,Japanese Grand Prix,raikkonen,ferrari,4,5,10.0,Finished,53
2018,17,Japanese Grand Prix,vettel,ferrari,8,6,8.0,Finished,53
2018,17,Japanese Grand Prix,perez,force_india,9,7,6.0,Finished,53
2018,17,Japanese Grand Prix,grosjean,haas,5,8,4.0,Finished,53
2018,17,Japanese Grand Prix,ocon,force_india,11,9,2.0,Finished,53
2018,17,Japanese Grand Prix,sainz,renault,13,10,1.0,+1 Lap,52
2018,17,Japanese Grand Prix,gasly,toro_rosso,7,11,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,ericsson,sauber,20,12,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,brendon_hartley,toro_rosso,6,13,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,alonso,mclaren,18,14,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,vandoorne,mclaren,19,15,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,sirotkin,williams,17,16,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,stroll,williams,14,17,0.0,+1 Lap,52
2018,17,Japanese Grand Prix,leclerc,sauber,10,18,0.0,Mechanical,38
2018,17,Japanese Grand Prix,hulkenberg,renault,16,19,0.0,Engine,37
2018,17,Japanese Grand Prix,kevin_magnussen,haas,12,20,0.0,Collision damage,8
2018,18,United States Grand Prix,raikkonen,ferrari,2,1,25.0,Finished,56
2018,18,United States Grand Prix,max_verstappen,red_bull,18,2,18.0,Finished,56
2018,18,United States Grand Prix,hamilton,mercedes,1,3,15.0,Finished,56
2018,18,United States Grand Prix,vettel,ferrari,5,4,12.0,Finished,56
2018,18,United States Grand Prix,bottas,mercedes,3,5,10.0,Finished,56
2018,18,United States Grand Prix,hulkenberg,renault,7,6,8.0,Finished,56
2018,18,United States Grand Prix,sainz,renault,11,7,6.0,Finished,56
2018,18,United States Grand Prix,perez,force_india,10,8,4.0,Finished,56
2018,18,United States Grand Prix,brendon_hartley,toro_rosso,20,9,2.0,+1 Lap,55
2018,18,United States Grand Prix,ericsson,sauber,16,10,1.0,+1 Lap,55
2018,18,United States Grand Prix,vandoorne,mclaren,17,11,0.0,+1 Lap,55
2018,18,United States Grand Prix,gasly,toro_rosso,19,12,0.0,+1 Lap,55
2018,18,United States Grand Prix,sirotkin,williams,14,13,0.0,+1 Lap,55
2018,18,United States Grand Prix,stroll,williams,15,14,0.0,+2 Laps,54
2018,18,United States Grand Prix,leclerc,sauber,9,15,0.0,Collision damage,31
